intent,question,category
dark_web_explained,What are onion services?,general
dark_web_explained,Is there legal content on the dark web?,general
dark_web_explained,Do law enforcement monitor the dark web?,general
dark_web_explained,What are risks of exploring the dark web?,general
dark_web_explained,Can I be traced if I use the dark web?,general
dark_web_explained,Does the dark web only contain criminal activities?,general
dark_web_explained,How do I stay anonymous on the dark web?,general
dark_web_explained,Are there whistleblower platforms on the dark web?,general
dark_web_explained,Should I use a VPN with Tor?,general
dark_web_explained,Has the dark web grown over time?,general
malware_definition,What is malware?,malware
malware_definition,Can you explain malware?,malware
malware_definition,Define malware.,malware
malware_definition,What does malware mean?,malware
malware_definition,How do you describe malware?,malware
malware_definition,Give me a simple explanation of malware.,malware
malware_definition,Is malware different from a virus?,malware
malware_definition,How is malware classified?,malware
malware_types,What are the different types of malware?,malware
malware_types,How many types of malware are there?,malware
malware_types,Can you list the kinds of malware?,malware
malware_types,What are examples of malware?,malware
malware_types,What forms does malware come in?,malware
malware_types,Name all types of malware.,malware
malware_types,What is the most common type of malware?,malware
malware_types,How do I identify different types of malware?,malware
malware_spread,How does malware spread?,malware
malware_spread,How can malware infect my computer?,malware
malware_spread,What are the ways malware spreads?,malware
malware_spread,Can malware spread through emails?,malware
malware_spread,Is malware spread through WiFi?,malware
malware_spread,Can malware be transferred via USB?,malware
malware_spread,Does malware spread through websites?,malware
malware_spread,Can opening an email infect me with malware?,malware
malware_prevention,How can I protect my computer from malware?,malware
malware_prevention,What are the best ways to prevent malware?,malware
malware_prevention,How do you stop malware from infecting your system?,malware
malware_prevention,Can you give me tips to avoid malware?,malware
malware_prevention,How do I keep my device malware-free?,malware
malware_prevention,What is the best protection against malware?,malware
malware_prevention,Does antivirus software stop all malware?,malware
malware_prevention,What security practices help prevent malware?,malware
malware_detection,How do I know if my computer has malware?,malware
malware_detection,What are the signs of a malware infection?,malware
malware_detection,How can I detect malware on my device?,malware
malware_detection,How do I check for malware?,malware
malware_detection,What symptoms indicate malware?,malware
malware_detection,Can antivirus software detect all malware?,malware
malware_detection,What tools can scan for malware?,malware
malware_detection,Does malware slow down my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
ransomware_explanation,What is ransomware?,malware
ransomware_explanation,Can you explain ransomware?,malware
ransomware_explanation,How does ransomware work?,malware
ransomware_explanation,What happens if I get ransomware?,malware
ransomware_explanation,What does ransomware do?,malware
ransomware_explanation,Can ransomware lock my files?,malware
ransomware_explanation,Does paying ransom guarantee file recovery?,malware
ransomware_explanation,How do I remove ransomware?,malware
trojan_explanation,What is a Trojan virus?,malware
trojan_explanation,How do Trojans work?,malware
trojan_explanation,What happens if I get a Trojan?,malware
trojan_explanation,Are Trojans dangerous?,malware
trojan_explanation,What does a Trojan do to my computer?,malware
trojan_explanation,Can Trojans steal my data?,malware
trojan_explanation,Is a Trojan worse than a virus?,malware
trojan_explanation,How do I remove a Trojan from my computer?,malware
phishing_definition,What is phishing?,phishing
phishing_definition,Can you explain phishing emails?,phishing
phishing_definition,Define phishing,phishing
phishing_definition,What does phishing mean in cybersecurity?,phishing
phishing_definition,Explain phishing in simple terms,phishing
phishing_definition,Can you describe phishing in one sentence?,phishing
phishing_purpose,How does phishing work?,phishing
phishing_purpose,What are phishing scams?,phishing
phishing_purpose,What is the main goal of phishing attacks?,phishing
phishing_purpose,Why do hackers use phishing techniques?,phishing
phishing_purpose,Why is phishing dangerous?,phishing
phishing_methods,How do phishing emails work?,phishing
phishing_methods,What are common phishing techniques?,phishing
phishing_methods,What are the types of phishing attacks?,phishing
phishing_methods,Tell me about spear phishing,phishing
phishing_methods,What is whaling in phishing?,phishing
phishing_methods,What is clone phishing?,phishing
phishing_methods,What is vishing?,phishing
phishing_methods,What is smishing?,phishing
phishing_methods,What is pharming?,phishing
phishing_detection,How can I detect phishing emails?,phishing
phishing_detection,What are the signs of a phishing email?,phishing
phishing_detection,How do I know if an email is a scam?,phishing
phishing_detection,What red flags should I look for in emails?,phishing
phishing_detection,How do scammers disguise phishing emails?,phishing
phishing_link_safety,How do I check if a link is safe?,phishing
phishing_link_safety,What should I do before clicking on a link in an email?,phishing
phishing_link_safety,How can I verify if an email is legitimate?,phishing
phishing_protection,How can I protect myself from phishing?,phishing
phishing_protection,What are ways to prevent phishing attacks?,phishing
phishing_protection,What can I do to stay safe from phishing?,phishing
phishing_protection,What cybersecurity habits can prevent phishing?,phishing
phishing_protection,Should I use email filtering to stop phishing?,phishing
phishing_protection,How often should I change my passwords to stay safe?,phishing
phishing_response,What should I do if I receive a phishing email?,phishing
phishing_response,What should I do if I fall for a phishing scam?,phishing
phishing_response,How do I report a phishing attack?,phishing
phishing_response,Who should I contact if I get scammed?,phishing
phishing_examples,Can you give me examples of phishing emails?,phishing
phishing_examples,What are some real phishing scams?,phishing
phishing_examples,Show me an example of a phishing attack,phishing
phishing_examples,What are famous phishing attacks?,phishing
phishing_examples,Can you give a real-life phishing scenario?,phishing
phishing_examples,How do fake banking emails work?,phishing
phishing_examples,How do hackers impersonate companies in phishing emails?,phishing
